% 2016îN 11åé 11ì˙ 17éû 34ï™ 14.886000ïb é¿çs
%------------------------------------------------------------------------------------------------------------------------------
Observation File :  oem4_20081213.08O
Ephemeris   File :  oem4_20081213.08N
IONEX       File :  Nothing
IGS SP3     File :  Nothing
START       TIME :  2008/12/13  2: 0:30
END         TIME :  2008/12/13  4:30: 0
Ref. Position[m] :  X = -3761093.2427,  Y = 3636603.6005,  Z = 3636306.6059

%-------------------------------------------------------------------------------------------------------------------------------
% Epoch  WEEK      ToW     ToD     X_float[m]     Y_float[m]     Z_float[m]    E_float[m]   N_float[m]   U_float[m] 
%-------------------------------------------------------------------------------------------------------------------------------
     34  1509    526461    8061  -3761082.8229   3636605.6725   3636253.1819    2216.1411   -9919.4156      57.1687
     35  1509    526462    8062  -3761082.8235   3636605.6704   3636253.1757    2216.1432   -9919.4200      57.1644
     36  1509    526463    8063  -3761082.8234   3636605.6705   3636253.1688    2216.1429   -9919.4257      57.1603
     37  1509    526464    8064  -3761082.8289   3636605.6747   3636253.1820    2216.1438   -9919.4189      57.1735
     38  1509    526465    8065  -3761082.8286   3636605.6742   3636253.1806    2216.1440   -9919.4197      57.1723
     39  1509    526466    8066  -3761082.8262   3636605.6733   3636253.1780    2216.1429   -9919.4205      57.1689
     40  1509    526467    8067  -3761082.8287   3636605.6747   3636253.1755    2216.1437   -9919.4241      57.1697
     41  1509    526468    8068  -3761082.8201   3636605.6631   3636253.1560    2216.1460   -9919.4319      57.1469
     42  1509    526469    8069  -3761082.8250   3636605.6708   3636253.1672    2216.1439   -9919.4277      57.1606
     43  1509    526470    8070            NaN            NaN            NaN          NaN          NaN          NaN
     44  1509    526471    8071            NaN            NaN            NaN          NaN          NaN          NaN
     45  1509    526472    8072            NaN            NaN            NaN          NaN          NaN          NaN
     46  1509    526473    8073            NaN            NaN            NaN          NaN          NaN          NaN
     47  1509    526474    8074            NaN            NaN            NaN          NaN          NaN          NaN
     48  1509    526475    8075            NaN            NaN            NaN          NaN          NaN          NaN
     49  1509    526476    8076            NaN            NaN            NaN          NaN          NaN          NaN
     50  1509    526477    8077  -3761078.4300   3636600.9347   3636247.8916    2216.4909   -9920.0384      48.8488
     51  1509    526478    8078  -3761078.1191   3636601.7228   3636246.8102    2215.7084   -9921.1100      48.4931
     52  1509    526479    8079  -3761078.7621   3636603.0707   3636247.7862    2215.1869   -9921.1153      50.1992
     53  1509    526480    8080  -3761079.2645   3636603.4187   3636247.9548    2215.2863   -9921.3238      50.7897
     54  1509    526481    8081  -3761079.5963   3636603.6167   3636248.5555    2215.3747   -9921.0483      51.4427
     55  1509    526482    8082  -3761080.0685   3636604.2010   3636248.6624    2215.2831   -9921.3892      52.1144
     56  1509    526483    8083  -3761080.3963   3636604.7284   3636248.7889    2215.1321   -9921.6318      52.6801
     57  1509    526484    8084  -3761080.5900   3636605.1378   3636249.1185    2214.9726   -9921.6056      53.2164
     58  1509    526485    8085  -3761080.7453   3636605.3394   3636249.3914    2214.9357   -9921.5270      53.5792
     59  1509    526486    8086  -3761080.9034   3636605.4477   3636249.5971    2214.9679   -9921.4672      53.8521
     60  1509    526487    8087  -3761081.0629   3636605.5677   3636249.7042    2214.9926   -9921.4932      54.0757
     61  1509    526488    8088  -3761081.1684   3636605.6355   3636249.8121    2215.0172   -9921.4756      54.2383
     62  1509    526489    8089  -3761081.2820   3636605.6602   3636249.9248    2215.0785   -9921.4401      54.3840
     63  1509    526490    8090  -3761081.6384   3636605.9377   3636251.0193    2215.1269   -9920.8024      55.3804
     64  1509    526491    8091  -3761081.6365   3636605.7720   3636250.9119    2215.2447   -9920.8234      55.2233
     65  1509    526492    8092  -3761081.7118   3636605.7498   3636250.9476    2215.3130   -9920.8163      55.2754
     66  1509    526493    8093  -3761081.7657   3636605.7221   3636250.9394    2215.3703   -9920.8342      55.2867
     67  1509    526494    8094  -3761081.8202   3636605.7135   3636250.9876    2215.4144   -9920.8138      55.3415
     68  1509    526495    8095  -3761081.8983   3636605.7407   3636251.0709    2215.4492   -9920.7887      55.4508
     69  1509    526496    8096  -3761081.9525   3636605.7250   3636251.0717    2215.4981   -9920.8042      55.4742
     70  1509    526497    8097  -3761082.0069   3636605.7246   3636251.1302    2215.5363   -9920.7786      55.5395
     71  1509    526498    8098  -3761082.0681   3636605.7581   3636251.2491    2215.5548   -9920.7200      55.6629
     72  1509    526499    8099  -3761082.1130   3636605.7669   3636251.3301    2215.5797   -9920.6757      55.7409
     73  1509    526500    8100  -3761082.1520   3636605.7693   3636251.3827    2215.6050   -9920.6498      55.7954
     74  1509    526501    8101  -3761082.1563   3636605.8287   3636251.1657    2215.5653   -9920.8529      55.7071
     75  1509    526502    8102  -3761082.1385   3636605.8343   3636251.0456    2215.5490   -9920.9461      55.6308
     76  1509    526503    8103  -3761082.0754   3636605.8618   3636250.7956    2215.4854   -9921.1356      55.4657
     77  1509    526504    8104  -3761082.0607   3636605.9176   3636250.6455    2215.4351   -9921.2747      55.4026
     78  1509    526505    8105  -3761082.0024   3636605.9454   3636250.4155    2215.3745   -9921.4500      55.2520
     79  1509    526506    8106  -3761081.9840   3636605.9711   3636250.3158    2215.3432   -9921.5342      55.1985
     80  1509    526507    8107  -3761081.9787   3636605.9689   3636250.2630    2215.3412   -9921.5744      55.1638
     81  1509    526508    8108  -3761081.9634   3636605.9672   3636250.1944    2215.3317   -9921.6235      55.1144
     82  1509    526509    8109  -3761081.9538   3636605.9589   3636250.1506    2215.3310   -9921.6521      55.0788
     83  1509    526510    8110  -3761081.9751   3636605.9501   3636250.2015    2215.3521   -9921.6157      55.1156
     84  1509    526511    8111  -3761081.9651   3636605.9891   3636250.0309    2215.3172   -9921.7668      55.0340
     85  1509    526512    8112  -3761081.9676   3636605.9771   3636250.0300    2215.3275   -9921.7638      55.0280
     86  1509    526513    8113  -3761081.9849   3636605.9557   3636250.0645    2215.3549   -9921.7341      55.0459
     87  1509    526514    8114  -3761082.0158   3636605.9483   3636250.1116    2215.3817   -9921.7053      55.0868
     88  1509    526515    8115  -3761082.0389   3636605.9402   3636250.1799    2215.4036   -9921.6558      55.1351
     89  1509    526516    8116  -3761082.0471   3636605.9283   3636250.2052    2215.4178   -9921.6337      55.1476
     90  1509    526517    8117  -3761082.0606   3636605.9196   3636250.2491    2215.4335   -9921.5999      55.1759
     91  1509    526518    8118  -3761082.0782   3636605.9154   3636250.3061    2215.4487   -9921.5588      55.2165
     92  1509    526519    8119  -3761082.0886   3636605.9204   3636250.3325    2215.4524   -9921.5435      55.2407
     93  1509    526520    8120  -3761082.1015   3636605.9178   3636250.3629    2215.4633   -9921.5229      55.2643
     94  1509    526521    8121  -3761082.1213   3636605.9177   3636250.4260    2215.4771   -9921.4794      55.3122
     95  1509    526522    8122  -3761082.1455   3636605.9217   3636250.4747    2215.4910   -9921.4511      55.3567
     96  1509    526523    8123  -3761082.1509   3636605.9209   3636250.4506    2215.4953   -9921.4727      55.3455
     97  1509    526524    8124  -3761082.1618   3636605.9290   3636250.4544    2215.4972   -9921.4773      55.3587
     98  1509    526525    8125  -3761082.1785   3636605.9285   3636250.4790    2215.5091   -9921.4639      55.3824
     99  1509    526526    8126  -3761082.1870   3636605.9412   3636250.4700    2215.5059   -9921.4799      55.3895
    100  1509    526527    8127  -3761082.2057   3636605.9473   3636250.5045    2215.5145   -9921.4618      55.4237
    101  1509    526528    8128  -3761082.2319   3636605.9530   3636250.5559    2215.5287   -9921.4328      55.4719
    102  1509    526529    8129  -3761082.2474   3636605.9487   3636250.5938    2215.5425   -9921.4065      55.5004
    103  1509    526530    8130  -3761082.2790   3636605.9514   3636250.6443    2215.5625   -9921.3794      55.5495
    104  1509    526531    8131  -3761082.2961   3636605.9603   3636250.6669    2215.5681   -9921.3714      55.5776
    105  1509    526532    8132  -3761082.3106   3636605.9666   3636250.6980    2215.5735   -9921.3545      55.6076
    106  1509    526533    8133  -3761082.3257   3636605.9713   3636250.7141    2215.5808   -9921.3495      55.6284
    107  1509    526534    8134  -3761082.3459   3636605.9780   3636250.7386    2215.5900   -9921.3404      55.6582
    108  1509    526535    8135  -3761082.3584   3636605.9817   3636250.7514    2215.5960   -9921.3365      55.6750
    109  1509    526536    8136  -3761082.3704   3636605.9916   3636250.7734    2215.5972   -9921.3274      55.7003
    110  1509    526537    8137  -3761082.3773   3636605.9894   3636250.7966    2215.6036   -9921.3105      55.7165
    111  1509    526538    8138  -3761082.3869   3636605.9932   3636250.8255    2215.6075   -9921.2923      55.7409
    112  1509    526539    8139  -3761082.3956   3636605.9966   3636250.8503    2215.6111   -9921.2769      55.7622
    113  1509    526540    8140  -3761082.4045   3636606.0000   3636250.8739    2215.6148   -9921.2626      55.7829
    114  1509    526541    8141  -3761082.4134   3636606.0095   3636250.9093    2215.6142   -9921.2412      55.8139
    115  1509    526542    8142  -3761082.4235   3636606.0174   3636250.9314    2215.6156   -9921.2303      55.8370
    116  1509    526543    8143  -3761082.4332   3636606.0273   3636250.9582    2215.6153   -9921.2164      55.8638
    117  1509    526544    8144  -3761082.4432   3636606.0388   3636250.9905    2215.6139   -9921.1987      55.8947
    118  1509    526545    8145  -3761082.4550   3636606.0510   3636251.0173    2215.6134   -9921.1865      55.9241
    119  1509    526546    8146  -3761082.4673   3636606.0581   3636251.0428    2215.6168   -9921.1735      55.9500
    120  1509    526547    8147  -3761082.4858   3636606.0682   3636251.0662    2215.6224   -9921.1660      55.9800
    121  1509    526548    8148  -3761082.4966   3636606.0762   3636251.0915    2215.6242   -9921.1531      56.0055
    122  1509    526549    8149  -3761082.5120   3636606.0905   3636251.1205    2215.6246   -9921.1414      56.0394
    123  1509    526550    8150  -3761082.5288   3636606.1041   3636251.1505    2215.6265   -9921.1292      56.0742
    124  1509    526551    8151  -3761082.5466   3636606.1087   3636251.1750    2215.6356   -9921.1183      56.1014
    125  1509    526552    8152  -3761082.5615   3636606.1115   3636251.2004    2215.6439   -9921.1048      56.1263
    126  1509    526553    8153  -3761082.5798   3636606.1211   3636251.2329    2215.6498   -9921.0896      56.1612
    127  1509    526554    8154  -3761082.5931   3636606.1258   3636251.2615    2215.6557   -9921.0736      56.1881
    128  1509    526555    8155  -3761082.5999   3636606.1275   3636251.2860    2215.6591   -9921.0570      56.2072
    129  1509    526556    8156  -3761082.6101   3636606.1298   3636251.3119    2215.6646   -9921.0409      56.2293
    130  1509    526557    8157  -3761082.6182   3636606.1566   3636251.2957    2215.6510   -9921.0683      56.2401
    131  1509    526558    8158  -3761082.6223   3636606.1579   3636251.3209    2215.6528   -9921.0498      56.2577
    132  1509    526559    8159  -3761082.6293   3636606.1559   3636251.3388    2215.6591   -9921.0372      56.2710
    133  1509    526560    8160  -3761082.6260   3636606.1506   3636251.3563    2215.6608   -9921.0194      56.2761
    134  1509    526561    8161  -3761082.6394   3636606.1542   3636251.3756    2215.6674   -9921.0106      56.2971
    135  1509    526562    8162  -3761082.6494   3636606.1511   3636251.3969    2215.6766   -9920.9961      56.3134
    136  1509    526563    8163  -3761082.6585   3636606.1540   3636251.4269    2215.6808   -9920.9764      56.3376
    137  1509    526564    8164  -3761082.6665   3636606.1554   3636251.4514    2215.6854   -9920.9603      56.3573
    138  1509    526565    8165  -3761082.6748   3636606.1583   3636251.4826    2215.6891   -9920.9393      56.3818
    139  1509    526566    8166  -3761082.6860   3636606.1606   3636251.5081    2215.6953   -9920.9240      56.4042
    140  1509    526567    8167  -3761082.6984   3636606.1653   3636251.5319    2215.7005   -9920.9115      56.4279
    141  1509    526568    8168  -3761082.7104   3636606.1737   3636251.5679    2215.7028   -9920.8904      56.4605
    142  1509    526569    8169  -3761082.7251   3636606.1827   3636251.6004    2215.7065   -9920.8734      56.4929
    143  1509    526570    8170  -3761082.7372   3636606.1907   3636251.6356    2215.7093   -9920.8528      56.5247
    144  1509    526571    8171  -3761082.7522   3636606.1949   3636251.6589    2215.7166   -9920.8416      56.5494
    145  1509    526572    8172  -3761082.7595   3636606.1922   3636251.6833    2215.7236   -9920.8236      56.5661
    146  1509    526573    8173  -3761082.7741   3636606.1984   3636251.7165    2215.7294   -9920.8049      56.5974
    147  1509    526574    8174  -3761082.7864   3636606.2023   3636251.7402    2215.7351   -9920.7921      56.6204
    148  1509    526575    8175  -3761082.8028   3636606.2134   3636251.7671    2215.7385   -9920.7813      56.6518
    149  1509    526576    8176  -3761082.8131   3636606.2199   3636251.7902    2215.7410   -9920.7693      56.6749
    150  1509    526577    8177  -3761082.8239   3636606.2296   3636251.8263    2215.7416   -9920.7481      56.7076
    151  1509    526578    8178  -3761082.8368   3636606.2414   3636251.8465    2215.7420   -9920.7415      56.7334
    152  1509    526579    8179  -3761082.8434   3636606.2487   3636251.8793    2215.7413   -9920.7204      56.7603
    153  1509    526580    8180  -3761082.8500   3636606.2544   3636251.8983    2215.7419   -9920.7099      56.7783
    154  1509    526581    8181  -3761082.8547   3636606.2550   3636251.9243    2215.7447   -9920.6907      56.7964
    155  1509    526582    8182  -3761082.8579   3636606.2582   3636251.9565    2215.7446   -9920.6669      56.8185
    156  1509    526583    8183  -3761082.8593   3636606.2635   3636251.9694    2215.7418   -9920.6590      56.8298
    157  1509    526584    8184  -3761082.8636   3636606.2651   3636251.9944    2215.7436   -9920.6411      56.8477
    158  1509    526585    8185  -3761082.8696   3636606.2698   3636252.0137    2215.7444   -9920.6296      56.8649
    159  1509    526586    8186  -3761082.8719   3636606.2791   3636252.0291    2215.7394   -9920.6217      56.8804
    160  1509    526587    8187  -3761082.8806   3636606.2892   3636252.0532    2215.7382   -9920.6096      56.9052
    161  1509    526588    8188  -3761082.8847   3636606.2972   3636252.0743    2215.7352   -9920.5973      56.9242
    162  1509    526589    8189  -3761082.8927   3636606.3020   3636252.0875    2215.7374   -9920.5916      56.9392
    163  1509    526590    8190  -3761082.9008   3636606.3077   3636252.1046    2215.7389   -9920.5832      56.9571
    164  1509    526591    8191  -3761082.9061   3636606.3129   3636252.1171    2215.7388   -9920.5773      56.9704
    165  1509    526592    8192  -3761082.9116   3636606.3180   3636252.1374    2215.7390   -9920.5650      56.9882
    166  1509    526593    8193  -3761082.9187   3636606.3244   3636252.1561    2215.7394   -9920.5552      57.0067
    167  1509    526594    8194  -3761082.9273   3636606.3310   3636252.1622    2215.7406   -9920.5563      57.0190
    168  1509    526595    8195  -3761082.9359   3636606.3388   3636252.1773    2215.7409   -9920.5507      57.0372
    169  1509    526596    8196  -3761082.9429   3636606.3499   3636252.1953    2215.7379   -9920.5432      57.0580
    170  1509    526597    8197  -3761082.9476   3636606.3542   3636252.2112    2215.7380   -9920.5340      57.0723
    171  1509    526598    8198  -3761082.9516   3636606.3587   3636252.2204    2215.7376   -9920.5299      57.0825
    172  1509    526599    8199  -3761082.9566   3636606.3601   3636252.2306    2215.7400   -9920.5241      57.0921
    173  1509    526600    8200  -3761082.9607   3636606.3604   3636252.2417    2215.7426   -9920.5169      57.1011
    174  1509    526601    8201  -3761082.9650   3636606.3608   3636252.2472    2215.7454   -9920.5142      57.1070
    175  1509    526602    8202  -3761082.9698   3636606.3631   3636252.2557    2215.7471   -9920.5102      57.1160
    176  1509    526603    8203  -3761082.9723   3636606.3647   3636252.2640    2215.7477   -9920.5051      57.1231
    177  1509    526604    8204  -3761082.9733   3636606.3631   3636252.2684    2215.7495   -9920.5013      57.1254
    178  1509    526605    8205  -3761082.9794   3636606.3663   3636252.2743    2215.7514   -9920.5002      57.1342
    179  1509    526606    8206  -3761082.9787   3636606.3672   3636252.2794    2215.7503   -9920.4962      57.1372
    180  1509    526607    8207  -3761082.9758   3636606.3637   3636252.2849    2215.7508   -9920.4890      57.1367
    181  1509    526608    8208  -3761082.9751   3636606.3669   3636252.2933    2215.7480   -9920.4832      57.1429
    182  1509    526609    8209  -3761082.9773   3636606.3671   3636252.2970    2215.7494   -9920.4811      57.1464
    183  1509    526610    8210  -3761082.9758   3636606.3691   3636252.3049    2215.7469   -9920.4748      57.1512
    184  1509    526611    8211  -3761082.9799   3636606.3683   3636252.3134    2215.7504   -9920.4692      57.1580
    185  1509    526612    8212  -3761082.9778   3636606.3684   3636252.3161    2215.7488   -9920.4662      57.1584
    186  1509    526613    8213  -3761082.9821   3636606.3682   3636252.3185    2215.7520   -9920.4659      57.1622
    187  1509    526614    8214  -3761082.9844   3636606.3671   3636252.3289    2215.7543   -9920.4579      57.1689
    188  1509    526615    8215  -3761082.9812   3636606.3588   3636252.3302    2215.7581   -9920.4522      57.1631
    189  1509    526616    8216  -3761082.9841   3636606.3573   3636252.3400    2215.7612   -9920.4448      57.1696
    190  1509    526617    8217  -3761082.9843   3636606.3554   3636252.3479    2215.7627   -9920.4377      57.1731
    191  1509    526618    8218  -3761082.9820   3636606.3547   3636252.3530    2215.7616   -9920.4323      57.1743
    192  1509    526619    8219  -3761082.9858   3636606.3519   3636252.3621    2215.7662   -9920.4253      57.1801
    193  1509    526620    8220  -3761082.9787   3636606.3480   3636252.3659    2215.7641   -9920.4176      57.1760
    194  1509    526621    8221  -3761082.9826   3636606.3468   3636252.3690    2215.7677   -9920.4162      57.1794
    195  1509    526622    8222  -3761082.9824   3636606.3412   3636252.3832    2215.7716   -9920.4024      57.1842
    196  1509    526623    8223  -3761082.9794   3636606.3366   3636252.3839    2215.7728   -9920.3987      57.1802
    197  1509    526624    8224  -3761082.9840   3636606.3318   3636252.3882    2215.7794   -9920.3952      57.1826
    198  1509    526625    8225  -3761082.9821   3636606.3252   3636252.3964    2215.7829   -9920.3849      57.1825
    199  1509    526626    8226  -3761082.9815   3636606.3242   3636252.4046    2215.7832   -9920.3776      57.1863
    200  1509    526627    8227  -3761082.9859   3636606.3245   3636252.4150    2215.7860   -9920.3711      57.1951
    201  1509    526628    8228  -3761082.9862   3636606.3220   3636252.4218    2215.7880   -9920.3646      57.1977
    202  1509    526629    8229  -3761082.9794   3636606.3177   3636252.4210    2215.7864   -9920.3608      57.1908
    203  1509    526630    8230  -3761082.9779   3636606.3135   3636252.4221    2215.7883   -9920.3575      57.1881
    204  1509    526631    8231  -3761082.9738   3636606.3073   3636252.4270    2215.7900   -9920.3494      57.1850
    205  1509    526632    8232  -3761082.9706   3636606.3034   3636252.4292    2215.7905   -9920.3447      57.1822
    206  1509    526633    8233  -3761082.9690   3636606.2991   3636252.4337    2215.7925   -9920.3386      57.1814
    207  1509    526634    8234  -3761082.9670   3636606.2958   3636252.4362    2215.7935   -9920.3344      57.1797
    208  1509    526635    8235  -3761082.9613   3636606.2877   3636252.4343    2215.7954   -9920.3303      57.1707
    209  1509    526636    8236  -3761082.9611   3636606.2843   3636252.4389    2215.7976   -9920.3252      57.1713
    210  1509    526637    8237  -3761082.9575   3636606.2790   3636252.4489    2215.7990   -9920.3135      57.1719
    211  1509    526638    8238  -3761082.9494   3636606.2716   3636252.4504    2215.7987   -9920.3058      57.1638
    212  1509    526639    8239  -3761082.9484   3636606.2689   3636252.4555    2215.7999   -9920.3002      57.1646
    213  1509    526640    8240  -3761082.9518   3636606.2707   3636252.4546    2215.8010   -9920.3031      57.1671
    214  1509    526641    8241  -3761082.9534   3636606.2655   3636252.4582    2215.8058   -9920.2987      57.1672
    215  1509    526642    8242  -3761082.9543   3636606.2632   3636252.4618    2215.8081   -9920.2952      57.1684
    216  1509    526643    8243  -3761082.9538   3636606.2640   3636252.4633    2215.8072   -9920.2941      57.1695
    217  1509    526644    8244  -3761082.9580   3636606.2647   3636252.4694    2215.8095   -9920.2911      57.1758
    218  1509    526645    8245  -3761082.9527   3636606.2626   3636252.4673    2215.8074   -9920.2898      57.1703
    219  1509    526646    8246  -3761082.9547   3636606.2663   3636252.4692    2215.8061   -9920.2906      57.1747
    220  1509    526647    8247  -3761082.9568   3636606.2649   3636252.4701    2215.8086   -9920.2901      57.1757
    221  1509    526648    8248  -3761082.9637   3636606.2670   3636252.4684    2215.8119   -9920.2953      57.1799
    222  1509    526649    8249  -3761082.9583   3636606.2638   3636252.4660    2215.8104   -9920.2937      57.1736
    223  1509    526650    8250  -3761082.9605   3636606.2608   3636252.4675    2215.8141   -9920.2921      57.1740
    224  1509    526651    8251  -3761082.9583   3636606.2558   3636252.4665    2215.8161   -9920.2901      57.1693
    225  1509    526652    8252  -3761082.9595   3636606.2559   3636252.4674    2215.8170   -9920.2899      57.1706
    226  1509    526653    8253  -3761082.9578   3636606.2559   3636252.4638    2215.8157   -9920.2921      57.1675
    227  1509    526654    8254  -3761082.9583   3636606.2546   3636252.4596    2215.8171   -9920.2953      57.1647
    228  1509    526655    8255  -3761082.9613   3636606.2558   3636252.4606    2215.8182   -9920.2961      57.1677
    229  1509    526656    8256  -3761082.9604   3636606.2567   3636252.4631    2215.8170   -9920.2940      57.1691
    230  1509    526657    8257  -3761082.9569   3636606.2552   3636252.4655    2215.8157   -9920.2901      57.1675
    231  1509    526658    8258  -3761082.9591   3636606.2542   3636252.4607    2215.8180   -9920.2945      57.1655
    232  1509    526659    8259  -3761082.9645   3636606.2568   3636252.4575    2215.8198   -9920.3004      57.1683
    233  1509    526660    8260  -3761082.9661   3636606.2539   3636252.4557    2215.8229   -9920.3013      57.1666
    234  1509    526661    8261  -3761082.9724   3636606.2552   3636252.4612    2215.8264   -9920.2999      57.1742
    235  1509    526662    8262  -3761082.9778   3636606.2574   3636252.4624    2215.8286   -9920.3021      57.1794
    236  1509    526663    8263  -3761082.9797   3636606.2573   3636252.4591    2215.8300   -9920.3055      57.1785
    237  1509    526664    8264  -3761082.9834   3636606.2537   3636252.4601    2215.8352   -9920.3048      57.1791
    238  1509    526665    8265  -3761082.9851   3636606.2539   3636252.4600    2215.8362   -9920.3057      57.1803
    239  1509    526666    8266  -3761082.9922   3636606.2581   3636252.4593    2215.8381   -9920.3109      57.1864
    240  1509    526667    8267  -3761082.9989   3636606.2608   3636252.4662    2215.8409   -9920.3090      57.1958
    241  1509    526668    8268  -3761083.0031   3636606.2593   3636252.4625    2215.8448   -9920.3132      57.1954
    242  1509    526669    8269  -3761083.0067   3636606.2601   3636252.4655    2215.8468   -9920.3126      57.1997
    243  1509    526670    8270  -3761083.0136   3636606.2609   3636252.4705    2215.8510   -9920.3117      57.2070
    244  1509    526671    8271  -3761083.0175   3636606.2594   3636252.4719    2215.8548   -9920.3115      57.2092
    245  1509    526672    8272  -3761083.0234   3636606.2644   3636252.4743    2215.8553   -9920.3140      57.2169
    246  1509    526673    8273  -3761083.0309   3636606.2664   3636252.4740    2215.8590   -9920.3181      57.2224
    247  1509    526674    8274  -3761083.0371   3636606.2673   3636252.4813    2215.8627   -9920.3150      57.2307
    248  1509    526675    8275  -3761083.0410   3636606.2658   3636252.4884    2215.8665   -9920.3103      57.2362
    249  1509    526676    8276  -3761083.0468   3636606.2671   3636252.4932    2215.8697   -9920.3093      57.2431
    250  1509    526677    8277  -3761083.0496   3636606.2686   3636252.4976    2215.8704   -9920.3074      57.2482
    251  1509    526678    8278  -3761083.0526   3636606.2621   3636252.5001    2215.8772   -9920.3040      57.2476
    252  1509    526679    8279  -3761083.0540   3636606.2583   3636252.5032    2215.8809   -9920.3005      57.2481
    253  1509    526680    8280  -3761083.0541   3636606.2618   3636252.5043    2215.8785   -9920.3011      57.2508
    254  1509    526681    8281  -3761083.0604   3636606.2639   3636252.5094    2215.8814   -9920.3003      57.2586
    255  1509    526682    8282  -3761083.0671   3636606.2638   3636252.5236    2215.8861   -9920.2914      57.2706
    256  1509    526683    8283  -3761083.0706   3636606.2666   3636252.5261    2215.8866   -9920.2920      57.2758
    257  1509    526684    8284  -3761083.0659   3636606.2635   3636252.5279    2215.8855   -9920.2873      57.2722
    258  1509    526685    8285  -3761083.0734   3636606.2686   3636252.5449    2215.8870   -9920.2786      57.2893
